ontFilename;#Axioms;#LogicalAxioms;#TBoxAxioms;#ABoxAxioms;Ratio
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_131ebd63-ee85-43a3-aed7-f88164a47e60_nAtmoCloud.owl_functional.owl;9494;6028;3899.0;1716;0.44011284944857654
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_5b493be1-de5f-4bf8-b766-24079ab81854_cryo.owl_functional.owl;5489;3234;2763.0;335;0.12124502352515382
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_debc1f89-53f3-48f7-a8fc-38db277e47ce_rDataModel.owl_functional.owl;9830;6310;3956.0;1937;0.4896359959555106
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_ac1fae27-a56b-4713-b1f8-6dcdde27aae8_oordinates.owl_functional.owl;5116;3018;2547.0;336;0.13191990577149587
/home/ktgroup/Desktop/isa/Datasets/1941/00b86bdc-e16b-46bf-93fb-9cde6849dcc8_onto.rdf_functional.owl;210;175;22.0;153;6.954545454545454
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_50261e1a-1d2d-4997-9d9e-4f40bf0e34ad_etourism.owl_functional.owl;580;472;74.0;380;5.135135135135135
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_7407e96a-be14-487c-a01a-3594df24e36c_yDocumentation_functional.owl;198;160;30.0;111;3.7
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_3ba51b84-d0d8-47b2-bb62-196c226ad31e_scillation.owl_functional.owl;5038;2982;2511.0;336;0.13381123058542413
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_5da8b418-594a-4c3d-ba17-02fc8e72d100_DP1.66.owl_functional.owl;1418;1338;6.0;1328;221.33333333333334
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_f1395437-68d1-4c5a-8615-b7714be541fb_reprSciLaw.owl_functional.owl;10239;6440;4616.0;1612;0.3492201039861352
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_dde79c88-9924-46c0-87cd-0105b70f996c_ndaryLayer.owl_functional.owl;10213;6415;4608.0;1595;0.3461371527777778
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_483bced0-f4b7-4dda-9146-dc885622e47e_closureids.owl_functional.owl;35944;35925;15.0;35910;2394.0
/home/ktgroup/Desktop/isa/Datasets/1941/approximated_2c68bb2e-7ccf-4d01-bdfb-5f9007dce612_eDirection.owl_functional.owl;1396;856;547.0;239;0.4369287020109689
