Ontology	TCCA	AVG_CCA	MAX_CCA	MIN_CCA	STD_CCA	ENT_CCA	TWCCA	AVG_WCCA	MAX_WCCA	MIN_WCCA	STD_WCCA	ENT_WCCA	TCCA_WO	AVG_CCA_WO	MAX_CCA_WO	MIN_CCA_WO	STD_CCA_WO	ENT_CCA_WO	TWCCA_WO	AVG_WCCA_WO	MAX_WCCA_WO	MIN_WCCA_WO	STD_WCCA_WO	ENT_WCCA_WO	TOPCA	AVG_OPCA	MAX_OPCA	MIN_OPCA	STD_OPCA	ENT_OPCA	TWOPCA	AVG_WOPCA	MAX_WOPCA	MIN_WOPCA	STD_WOPCA	ENT_WOPCA	TDPCA	AVG_DPCA	MAX_DPCA	MIN_DPCA	STD_DPCA	ENT_DPCA	TWDPCA	AVG_WDPCA	MAX_WDPCA	MIN_WDPCA	STD_WDPCA	ENT_WDPCA
approximated_07e27833-0331-44b7-ade8-e93de5c1ee2b_computers.owl_functional.owl_1_506_2436.owl	256.66666666666663	2.7898550724637676	4.666666666666667	1.0	1.1751424944991362	6.3898318256385975	3259.666666666667	35.43115942028986	422.0	1.0	98.21794431083391	3.8898574750677435	133.33333333333331	1.4492753623188404	2.3333333333333335	1.0	0.5164791211943617	6.433326219560032	2569.333333333333	27.927536231884055	407.0	1.0	84.01090948950335	3.6168499192473504	45.0	1.0975609756097562	2.0	1.0	0.2967201234291815	5.314075318551896	45.0	1.0975609756097562	2.0	1.0	0.2967201234291815	5.314075318551896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_bf02bcd2-a1d7-4461-b3a3-45a0d6c704af_pingdb2owl.owl_functional.owl_1_6_593.owl	249.66666666666663	2.3777777777777773	4.666666666666667	1.0	1.0400108532875547	6.586218778001784	577.3333333333334	5.395638629283489	78.00000000000001	1.0	10.0397046241981	5.6491579426001035	123.33333333333334	1.1746031746031746	2.3333333333333335	1.0	0.38516192731690446	6.647616941013119	330.33333333333337	3.0872274143302185	45.0	1.0	6.079357116539677	5.4945551261269925	22.0	1.375	2.0	1.0	0.4841229182759271	3.9139770731827515	412.0	25.75	264.0	1.0	63.071883593246206	1.9353719817431945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
738a62ec-d995-4d8b-badd-7e8ed6b818a2__documentation_functional.owl_1_238_957.owl	44.0	1.6923076923076923	2.0	1.0	0.4615384615384614	4.641249800455477	1464.0	56.30769230769231	714.0	1.0	165.36760198715547	1.729386305024664	26.0	1.0	1.0	1.0	0.0	4.700439718141092	1203.0	46.26923076923077	714.0	1.0	147.02343028665342	1.570705863361349	23.0	1.6428571428571428	2.0	1.0	0.47915742374995485	3.74095326040484	245.0	17.5	222.0	1.0	56.71954815455729	0.7923100927588009	26.0	1.625	2.0	1.0	0.4841229182759271	3.9312089489103235	275.0	17.1875	250.0	1.0	60.113661872739044	0.7889384587192158	
approximated_12ef49dc-1f5f-4768-9442-7f738f366765_TRAIL.owl_functional.owl_1_184_2166.owl	319.6666666666667	3.329861111111111	5.333333333333333	1.0	1.098710093518198	6.497556334500189	1897.666666666667	19.767361111111114	350.0	1.0	56.15978608926338	4.310648001088328	154.33333333333334	1.607638888888889	2.6666666666666665	1.0	0.5226242357765161	6.50510235178097	860.3333333333335	8.961805555555557	175.0	1.0	25.97558815644609	4.3289802721280655	64.0	1.1228070175438596	3.0	1.0	0.3779063022550527	5.769454882778696	1604.0	28.140350877192983	429.0	1.0	68.28511913011305	3.6767086077074156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_obsolete_RMOperators_addonsRM.owl_functional.owl_1_155_9102.owl	4345.333333333337	3.202161631048885	31.0	1.0	2.079951574778076	10.197833271239471	12679.999999999996	9.344141488577742	5380.0	1.0	147.7739915861943	6.197325081358967	2079.333333333329	1.5323016457872727	3.3333333333333335	1.0	0.6760883611617142	10.273069125972421	5871.333333333308	4.326701056251516	2690.0	1.0	73.83318318387532	5.994228592800297	323.0	1.7650273224043715	5.0	1.0	0.6890881551675972	7.411540113226735	6406.0	35.005464480874316	2717.0	1.0	240.02302934291163	2.9461971879237687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_eba921b0-589b-4d65-9f4b-30414792fc23_esg.owl_functional.owl_1_133_1285.owl	150.0	2.586206896551724	6.0	1.0	1.352322175939833	5.662021690438187	2084.0	35.93103448275862	1386.0	1.0	187.91366892244793	1.884702920224212	82.0	1.4137931034482758	3.0	1.0	0.5581522088358152	5.753774260662879	1291.0	22.25862068965517	693.0	1.0	106.05245292076603	1.9890843352769154	35.0	1.206896551724138	4.0	1.0	0.7601864718982276	4.672140159802108	35.0	1.206896551724138	4.0	1.0	0.7601864718982276	4.672140159802108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
00b86bdc-e16b-46bf-93fb-9cde6849dcc8_onto.rdf_functional.owl	52.0	1.7333333333333334	2.0	1.0	0.44221663871405326	4.854285871987245	123.0	4.1	32.0	1.0	5.752390807307862	4.145448651539988	30.0	1.0	1.0	1.0	0.0	4.906890595608519	85.0	2.8333333333333335	32.0	1.0	5.610010893235611	3.7532210830692625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	1.0	1.0	0.0	2.8073549220576046	105.0	15.0	32.0	2.0	14.726070176973314	2.040389446216947	
dde3b23b-5c7d-4490-8f3f-22c73405841f_onto.rdf_functional.owl_1_1_118.owl	52.0	1.7333333333333334	2.0	1.0	0.4422166387140533	4.854285871987245	120.0	4.0	30.0	1.0	5.422176684690384	4.179009900977908	30.0	1.0	1.0	1.0	0.0	4.906890595608519	82.0	2.7333333333333334	30.0	1.0	5.246797965320266	3.807783457676829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	1.0	0.0	2.321928094887362	71.0	14.2	32.0	2.0	14.538225476308998	1.5193965913051966	
approximated_00032029-378f-4e16-83de-4c46f097ff97_BCR.owl_functional.owl_1_654_2471.owl	315.6666666666667	3.3228070175438598	5.333333333333333	1.0	1.102312966012136	6.481634487677408	1929.666666666667	20.31228070175439	450.0	1.0	58.51463175895513	4.344604472612979	152.33333333333334	1.6035087719298247	2.6666666666666665	1.0	0.5238068856284966	6.489372242212169	923.3333333333335	9.719298245614036	225.0	1.0	28.827834007129784	4.31351705403063	64.0	1.1228070175438596	3.0	1.0	0.3779063022550527	5.769454882778696	1910.0	33.50877192982456	472.0	1.0	75.86509791035651	3.792606656501435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_50261e1a-1d2d-4997-9d9e-4f40bf0e34ad_etourism.owl_functional.owl	289.0	3.36046511627907	4.0	1.0	1.1197257834748977	6.32717481744878	559.0	6.5	68.0	1.0	10.091154312011941	5.618983105345868	151.0	1.755813953488372	2.0	1.0	0.42960356283514334	6.377477587007191	323.0	3.755813953488372	34.0	1.0	6.011492958766039	5.5162314706750575	107.0	1.202247191011236	2.0	1.0	0.4016755714993144	6.405018388270298	315.0	3.539325842696629	38.0	1.0	7.522335550198594	4.934961599448876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_f48c03dc-0ce0-44e3-a137-efb086711675_properties.owl_functional.owl_1_2_92.owl	54.0	2.347826086956522	4.0	1.0	1.1650226962586314	4.347480094756062	222.0	9.652173913043478	30.0	1.0	9.671152512822658	3.8210402125069205	29.0	1.2608695652173914	2.0	1.0	0.43910891036356864	4.444187891679296	113.0	4.913043478260869	15.0	1.0	4.7540650201170935	3.8905798688170137	21.0	1.75	4.0	1.0	1.0897247358851685	3.3446983751597124	21.0	1.75	4.0	1.0	1.0897247358851685	3.3446983751597124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
e5a89a48-7c48-48ab-8e64-bfdfb3e62e8b_tegorySMW_site_functional.owl_1_24_392.owl	18.0	1.3846153846153846	2.0	1.0	0.48650425541051995	3.614369445886757	609.0	46.84615384615385	289.0	1.0	88.19283605464193	1.7929811528051607	13.0	1.0	1.0	1.0	0.0	3.7004397181410926	501.0	38.53846153846154	289.0	1.0	79.88030987249263	1.647008807753492	22.0	1.6923076923076923	2.0	1.0	0.46153846153846156	3.64124980045548	119.0	9.153846153846153	98.0	1.0	25.651049322804454	1.2961491521878563	26.0	1.625	2.0	1.0	0.4841229182759271	3.9312089489103235	124.0	7.75	97.0	1.0	23.047505287991584	1.5978128773856544	
approximated_5da8b418-594a-4c3d-ba17-02fc8e72d100_DP1.66.owl_functional.owl	81.0	1.08	2.0	1.0	0.27129319932501084	6.191701854736468	1523.0	20.30666666666667	206.0	1.0	31.97831487464938	5.236822630403341	75.0	1.0	1.0	1.0	0.0	6.228818690495891	1403.0	18.706666666666667	206.0	1.0	31.125455105998945	5.216600963201175	11.0	1.5714285714285714	2.0	1.0	0.4948716593053935	2.7321588913645702	11.0	1.5714285714285714	2.0	1.0	0.4948716593053935	2.7321588913645702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
42b54620-6ea6-4751-9938-5c4090770371_ifiedBases.owl_functional.owl_1_2_285.owl	102.0	1.9615384615384615	4.0	1.0	0.3903419832727777	5.6724253419715005	1403.0	26.98076923076923	988.0	1.0	138.447225488856	1.8479981049159038	54.0	1.0384615384615385	2.0	1.0	0.1923076923076923	5.680813428089393	466.0	8.961538461538462	247.0	1.0	37.11725782439168	2.589350141061066	4.0	1.3333333333333333	2.0	1.0	0.4714045207910317	1.5	137.0	45.666666666666664	115.0	6.0	49.19575410766891	0.7714544854208911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5853f952-6e48-489d-b379-41d059f14f83_difications.n3_functional.owl_1_121_1225.owl	86.33333333333334	2.1056910569105693	6.333333333333333	1.0	0.9411951820312457	5.240354145105454	6729.333333333333	164.130081300813	2115.333333333333	1.0	463.01095925529484	2.7092876867398115	48.0	1.170731707317073	2.0	1.0	0.37627435659857345	5.293295834054493	1880.0	45.853658536585364	482.0	1.0	100.84268380432471	3.3650565620487525	7.0	1.0	1.0	1.0	0.0	2.8073549220576046	853.0	121.85714285714286	227.0	14.0	62.95220084982522	2.5831131191629275	2.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	
96ea97d4-1aa6-40c8-be57-272051b9db05_onto.rdf_functional.owl_1_1_117.owl	52.0	1.7333333333333334	2.0	1.0	0.4422166387140533	4.854285871987245	123.0	4.1	32.0	1.0	5.752390807307862	4.145448651539989	30.0	1.0	1.0	1.0	0.0	4.906890595608519	85.0	2.8333333333333335	32.0	1.0	5.610010893235612	3.7532210830692625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	1.0	0.0	2.321928094887362	67.0	13.4	31.0	2.0	13.573503600765722	1.5404709519076802	
approximated_483bced0-f4b7-4dda-9146-dc885622e47e_closureids.owl_functional.owl	47.0	2.35	4.0	1.0	1.1521718621802912	4.1503335325287	74.0	3.7	16.0	1.0	3.3331666624997918	3.8917537034083156	26.0	1.3	2.0	1.0	0.4582575694955839	4.23890125660263	41.0	2.05	8.0	1.0	1.6575584454250776	3.9732864557848293	7.0	1.0	1.0	1.0	0.0	2.8073549220576046	35902.0	5128.857142857143	29877.0	1.0	10313.036914903547	0.6601591409212578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_6889341f-923d-4952-8f99-169cd957a495_RAMrdf.owl_functional.owl_1_220_1943.owl	103.0	2.575	4.0	1.0	1.09287464971972	5.191354896115257	1514.0	37.85	678.0	1.0	111.98382695728878	2.9512913151764746	54.0	1.35	2.0	1.0	0.47696960070847294	5.236368983644953	762.0	19.05	339.0	1.0	55.95621055789965	2.987441773014622	13.0	1.0	1.0	1.0	0.0	3.7004397181410926	1248.0	96.0	348.0	3.0	110.40345591023443	2.769746614816938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
c669669d-7a04-410c-9474-1f6e46230556_BioLinks.owl_functional.owl_1_179_660.owl	187.0	2.032608695652174	3.0	1.0	0.31106713089683	6.506630689764754	1583.0	17.206521739130434	78.0	1.0	17.374730553730746	5.873875121972739	92.0	1.0	1.0	1.0	0.0	6.523561956057027	752.0	8.173913043478262	39.0	1.0	8.050936612610029	5.909788686310206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
636b2d5e-c136-4af2-84d6-f0ccabe86bd2_EbGdrcN5Y29ycA_functional.owl_1_6_76.owl	22.666666666666664	1.6190476190476188	3.6666666666666665	1.0	0.7438333024673003	3.6698656302780432	273.3333333333333	19.523809523809522	249.33333333333331	1.0	63.74200407816048	0.7438772262763297	14.0	1.0	1.0	1.0	0.0	3.8073549220576055	86.0	6.142857142857143	68.0	1.0	17.174969922440464	1.4733871592948529	1.0	1.0	1.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_a9a11f8b-fab9-4901-99b0-9d9570eacf34_ctryflat.owl_functional.owl	227.99999999999997	2.5617977528089884	4.666666666666667	1.0	1.0805227218131506	6.3554766075837925	11398.666666666666	128.0749063670412	5865.999999999999	1.0	737.8481903088835	1.8510389359986723	115.0	1.2921348314606742	2.3333333333333335	1.0	0.4865743710108427	6.383633582259945	3053.0	34.30337078651685	1257.0	1.0	186.72468092900465	2.191669398515964	44.0	1.4193548387096775	2.0	1.0	0.493453501315431	4.868522527728205	2588.0	83.48387096774194	1257.0	1.0	308.18698460802943	1.2873686520559102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_483bced0-f4b7-4dda-9146-dc885622e47e_closureids.owl_functional.owl_1_3583_28744.owl	47.0	2.35	4.0	1.0	1.1521718621802912	4.1503335325287	69.0	3.45	14.0	1.0	2.854382595238417	3.9479823347546357	26.0	1.3	2.0	1.0	0.4582575694955839	4.23890125660263	38.0	1.9	7.0	1.0	1.374772708486752	4.039607856577964	7.0	1.0	1.0	1.0	0.0	2.8073549220576046	28739.0	4105.571428571428	23944.0	1.0	8264.60506112219	0.6582381726737663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
efd20f6c-bf75-4329-ae3d-46719338ee19__v2.0_Lite.rdf_functional.owl	19.0	1.4615384615384615	2.0	1.0	0.498518515262143	3.6163485660751657	1404.0	108.0	1292.0	1.0	342.40529291379914	0.5279595043262463	13.0	1.0	1.0	1.0	0.0	3.7004397181410926	744.0	57.23076923076923	646.0	1.0	171.1792375288158	0.7298270595591008	20.0	1.3333333333333333	3.0	1.0	0.5962847939999437	3.7841837197791888	665.0	44.333333333333336	646.0	1.0	160.80326143735044	0.2923728512390197	8.0	1.1428571428571428	2.0	1.0	0.34992710611188266	2.75	1240.0	177.14285714285714	646.0	1.0	278.62182694286463	1.0486489956806428	
approximated_c9cd7334-1c49-4909-8c82-c8f9727064c5_icrosswalk.owl_functional.owl_1_1_146.owl	97.99999999999999	3.0624999999999996	5.333333333333333	1.0	1.3081939947033001	4.858068195640898	342.0	10.6875	238.0	1.0	40.854835962561125	2.344409505477205	50.99999999999999	1.5937499999999998	2.6666666666666665	1.0	0.5817500835601335	4.902790741401747	173.0	5.40625	119.0	1.0	20.413560031501664	2.407260144037288	25.0	1.3888888888888888	3.0	1.0	0.7556372504853023	3.993269689515107	55.0	3.0555555555555554	22.0	1.0	5.243749954016391	3.0061447931064533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_b4884d02-8b09-4c5c-928b-4712d54dd237_newsiso8851.owl_functional.owl_1_43_987.owl	569.0	3.347058823529412	5.333333333333333	1.0	1.2160989179499897	7.308850674645489	1165.0	6.852941176470588	264.0	1.0	21.648558221018494	5.981292697463199	284.0	1.6705882352941177	2.6666666666666665	1.0	0.6028128350574152	7.311904705084785	499.99999999999966	2.9411764705882333	66.0	1.0	5.863964723294945	6.533237842571304	177.0	1.5803571428571428	3.0	1.0	0.6070772023324853	6.7032879652516755	1030.0	9.196428571428571	263.0	1.0	28.542211623974623	4.681535175704001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_07e27833-0331-44b7-ade8-e93de5c1ee2b_computers.owl_functional.owl_1_506_3448.owl	256.66666666666663	2.7898550724637676	4.666666666666667	1.0	1.1751424944991362	6.3898318256385975	4499.666666666666	48.90942028985506	594.0	1.0	139.01423226116637	3.7494292870561914	133.33333333333331	1.4492753623188404	2.3333333333333335	1.0	0.5164791211943617	6.433326219560032	3581.3333333333335	38.92753623188406	580.0	1.0	119.30620517983526	3.509445019714528	45.0	1.0975609756097562	2.0	1.0	0.2967201234291815	5.314075318551896	45.0	1.0975609756097562	2.0	1.0	0.2967201234291815	5.314075318551896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
00143.owl_functional.owl_1_23_932.owl	137.0	1.630952380952381	3.0	1.0	0.5516158494382424	6.307779071964238	1632.0	19.428571428571427	522.0	1.0	68.13681714271767	3.649356612542194	84.0	1.0	1.0	1.0	0.0	6.39231742277876	906.0	10.785714285714286	174.0	1.0	31.51646260236047	3.966539482967307	83.0	1.2205882352941178	2.0	1.0	0.41464329940799094	6.013593648214399	210.0	3.088235294117647	81.0	1.0	10.329477086755794	4.048563526581016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_ab8734cc-3503-4967-8af0-7feda2265c1f_question.owl_functional.owl_1_116_1197.owl	158.0	2.3582089552238807	4.0	1.0	1.102256742545478	5.911375684885968	1355.0	20.223880597014926	901.0	1.0	111.79416331859703	2.0922575273598776	86.0	1.2835820895522387	2.0	1.0	0.45073638419526846	5.98440428958582	1283.0	19.149253731343283	901.0	1.0	111.9612477909467	1.6888942547512282	19.0	1.0	1.0	1.0	0.0	4.247927513443588	19.0	1.0	1.0	1.0	0.0	4.247927513443588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_fbe45489-fdb8-4e39-8e37-c91436798253_DP1.24.owl_functional.owl_1_74_92.owl	56.0	1.0566037735849056	2.0	1.0	0.23108393799841304	5.70021206491475	149.0	2.811320754716981	15.0	1.0	2.642587381133825	5.268290384853706	53.0	1.0	1.0	1.0	0.0	5.727920454563195	145.0	2.7358490566037736	15.0	1.0	2.6574987771965195	5.244179143769004	3.0	1.5	2.0	1.0	0.5	0.9182958340544896	3.0	1.5	2.0	1.0	0.5	0.9182958340544896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1e91ca85-e1e5-4dd9-9bf8-5ec9b2c95223_cheeses0.1.ttl_functional.owl_1_111_686.owl	21.0	1.1666666666666667	2.0	1.0	0.372677996249965	4.106603137064474	633.0	35.166666666666664	174.0	1.0	47.775226030048486	3.0250494057955217	18.0	1.0	1.0	1.0	0.0	4.169925001442313	558.0	31.0	174.0	1.0	43.699733027407234	3.002257366287244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_81b5b937-87af-4fda-8819-ad33ca776308_pulsall.owl_functional.owl_1_274_12748.owl	4675.0	1.9927536231884058	3.0	1.0	0.10297536846616964	11.193741120249134	14076.0	6.0	2679.0	1.0	77.9803022322425	8.257480570908005	2346.0	1.0	1.0	1.0	0.0	11.195987298029152	9719.0	4.142796248934356	2679.0	1.0	78.03199871342791	6.5615099809492765	2.0	1.0	1.0	1.0	0.0	1.0	5377.0	2688.5	2692.0	2685.0	3.5	0.9999987774667689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
